name,price
Samsung Galaxy Watch6,349.99
Samsung Galaxy Watch6 Classic,449.99
Samsung Galaxy Watch5,329.99
Samsung Galaxy Watch5 Pro,499.99
Samsung Galaxy Watch4,249.99
Samsung Galaxy Watch4 Classic,399.99
